TaxonomyID	TaxonomyName	TaxonomyRank	G3825-1.BBH.direct.counts	G3825-1.BBH.direct.percentage	G3825-1.BBH.cumulative.counts	G3825-1.BBH.cumulative.percentage	G3825-1.LCA.direct.counts	G3825-1.LCA.direct.percentage	G3825-1.LCA.cumulative.counts	G3825-1.LCA.cumulative.percentage
117747	Sphingobacteriia	class	0	0	26	0.001029579	0	0	4	1.58E-04
866462	Mycoplana sp. 5-52	species	2	7.92E-05	2	7.92E-05	0	0	0	0
186828	Carnobacteriaceae	family	0	0	390	0.015443691	3	1.19E-04	26	0.001029579
669357	Geminocystis	genus	0	0	2	7.92E-05	0	0	0	0
187857	Aquificae	class	0	0	4	1.58E-04	0	0	0	0
651290	uncultured Singulisphaera sp.	species	5	1.98E-04	5	1.98E-04	0	0	0	0
585530	Brevibacterium mcbrellneri ATCC 49030	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1151558	Treponema sp. canine oral taxon 325	species	1	3.96E-05	1	3.96E-05	0	0	0	0
293435	uncultured Anaeromyxobacter sp.	species	9	3.56E-04	9	3.56E-04	0	0	0	0
200795	Chloroflexi	phylum	0	0	406	0.016077279	210	0.008315834	243	0.009622608
1157295	actinobacterium P27	species	1	3.96E-05	1	3.96E-05	0	0	0	0
120961	Roseiflexus	genus	0	0	5	1.98E-04	0	0	0	0
38769	unclassified Halomonadaceae	no rank	0	0	1	3.96E-05	0	0	0	0
38501	Blastococcus	genus	0	0	4	1.58E-04	0	0	0	0
708629	uncultured Candidatus Solibacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1151509	Fusobacterium sp. canine oral taxon 189	species	1	3.96E-05	1	3.96E-05	0	0	0	0
31993	Methylocystaceae	family	0	0	4	1.58E-04	0	0	0	0
1304	Streptococcus salivarius	species	13	5.15E-04	13	5.15E-04	6	2.38E-04	6	2.38E-04
430691	uncultured Magnetobacterium sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
186824	Thermoactinomycetaceae	family	0	0	1	3.96E-05	0	0	0	0
220137	uncultured Mollicutes bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1155909	Rhizobium sp. VCS-38	species	2	7.92E-05	2	7.92E-05	0	0	0	0
316232	[Microcystis] holsatica NIES-43	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1189229	Kocuria sp. BACT-14	species	2	7.92E-05	2	7.92E-05	0	0	0	0
475	Moraxella	genus	0	0	3	1.19E-04	0	0	0	0
238201	environmental samples	no rank	0	0	20	7.92E-04	0	0	0	0
482	Neisseria	genus	0	0	20	7.92E-04	0	0	0	0
655813	Streptococcus oralis ATCC 35037	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1176209	Nocardioides sp. KP62	species	1	3.96E-05	1	3.96E-05	0	0	0	0
585402	uncultured Flammeovirgaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
204434	Acidobacteriaceae	family	0	0	18	7.13E-04	0	0	0	0
76856	Fusobacterium nucleatum subsp. nucleatum	subspecies	0	0	1	3.96E-05	0	0	0	0
35829	Acetivibrio	genus	0	0	3	1.19E-04	0	0	0	0
474983	environmental samples	no rank	0	0	28	0.001108778	0	0	0	0
259323	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
622	Shigella dysenteriae	species	1	3.96E-05	1	3.96E-05	0	0	0	0
135623	Vibrionales	order	0	0	14	5.54E-04	0	0	0	0
85007	Corynebacterineae	suborder	0	0	696	0.027561049	16	6.34E-04	206	0.008157437
1575	Leifsonia xyli	species	0	0	9	3.56E-04	0	0	0	0
1163069	actinomycete B1	species	3	1.19E-04	3	1.19E-04	0	0	0	0
1045808	Rhodococcus sp. YL-1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
263762	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
31966	Leifsonia xyli subsp. cynodontis	subspecies	9	3.56E-04	9	3.56E-04	0	0	0	0
46225	Moraxella	subgenus	0	0	3	1.19E-04	0	0	0	0
1396	Bacillus cereus	species	10	3.96E-04	10	3.96E-04	0	0	0	0
882054	Dolichospermum flos-aquae PMC208.03	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
133827	environmental samples	no rank	0	0	6	2.38E-04	0	0	0	0
498750	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
28453	Sphingobacterium	genus	0	0	6	2.38E-04	1	3.96E-05	1	3.96E-05
28100	Phyllobacterium	genus	0	0	8	3.17E-04	2	7.92E-05	2	7.92E-05
321929	environmental samples	no rank	0	0	29	0.001148377	0	0	0	0
249596	Dactylosporangium sp. 384A08	species	1	3.96E-05	1	3.96E-05	0	0	0	0
207954	Neptuniibacter caesariensis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
211929	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
167973	uncultured Lactococcus sp.	species	5	1.98E-04	5	1.98E-04	0	0	0	0
312867	uncultured Geodermatophilaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
119069	Hydrogenophilales	order	0	0	11	4.36E-04	0	0	0	0
117769	environmental samples	no rank	0	0	4	1.58E-04	0	0	1	3.96E-05
932198	Pseudomonas sp. M47tronco1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1115040	Marinobacter sp. MML1905	species	1	3.96E-05	1	3.96E-05	0	0	0	0
237612	Sphingomonas panni	species	1	3.96E-05	1	3.96E-05	0	0	0	0
189678	uncultured Brevibacterium sp.	species	7	2.77E-04	7	2.77E-04	0	0	0	0
81426	unclassified Bradyrhizobiaceae	no rank	0	0	1	3.96E-05	0	0	0	0
135617	Thiotrichaceae	family	0	0	6	2.38E-04	0	0	0	0
255475	Aurantimonadaceae	family	0	0	49	0.001940361	15	5.94E-04	20	7.92E-04
188056	uncultured Burkholderiaceae bacterium	species	3	1.19E-04	3	1.19E-04	0	0	0	0
507	Alcaligenes	genus	0	0	2	7.92E-05	0	0	0	0
273523	Lactobacillus animata	species	12	4.75E-04	12	4.75E-04	0	0	0	0
153491	Alysiella crassa	species	1	3.96E-05	1	3.96E-05	0	0	0	0
343219	Veillonella sp. oral clone R3	species	2	7.92E-05	2	7.92E-05	0	0	0	0
220136	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
477278	Caldanaerobacter proteolyticus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
655306	uncultured Erysipelotrichales bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
92932	Pantoea cedenensis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2070	Pseudonocardiaceae	family	0	0	7	2.77E-04	0	0	0	0
85031	Nakamurellaceae	family	0	0	4	1.58E-04	0	0	0	0
124589	bacterium CBS4-15	species	1	3.96E-05	1	3.96E-05	0	0	0	0
223185	uncultured Thiothrix sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
712641	Streptococcus sp. oral taxon C08	species	2	7.92E-05	2	7.92E-05	0	0	0	0
330250	Propionibacterium sp. Ob aa 02	species	1	3.96E-05	1	3.96E-05	0	0	0	0
135619	Oceanospirillales	order	0	0	35	0.001385972	0	0	0	0
1156809	Acetobacteraceae bacterium GIMN 1.016	species	20	7.92E-04	20	7.92E-04	0	0	0	0
293434	environmental samples	no rank	0	0	9	3.56E-04	0	0	0	0
87828	environmental samples	no rank	0	0	13	5.15E-04	0	0	2	7.92E-05
239730	uncultured Actinomycetales bacterium	species	93	0.003682726	93	0.003682726	2	7.92E-05	2	7.92E-05
332161	Solibacteraceae	family	0	0	1	3.96E-05	0	0	0	0
544448	Tenericutes	phylum	0	0	12	4.75E-04	0	0	0	0
109790	Lactobacillus jensenii	species	3	1.19E-04	3	1.19E-04	0	0	0	0
541002	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
181009	uncultured Bradyrhizobiaceae bacterium	species	9	3.56E-04	9	3.56E-04	0	0	0	0
1305	Streptococcus sanguinis	species	43	0.001702766	43	0.001702766	5	1.98E-04	5	1.98E-04
720832	Streptococcus sp. enrichment culture clone SRC_DSC17	species	6	2.38E-04	6	2.38E-04	0	0	0	0
325780	Porphyromonas sp. oral clone ASCH03	species	2	7.92E-05	2	7.92E-05	0	0	0	0
411916	environmental samples	no rank	0	0	4	1.58E-04	0	0	0	0
189668	uncultured Staphylococcus sp.	species	214	0.008474231	214	0.008474231	11	4.36E-04	11	4.36E-04
1376	Aerococcus urinae	species	1	3.96E-05	1	3.96E-05	1	3.96E-05	1	3.96E-05
62665	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
871665	Blautia faecis	species	1	3.96E-05	1	3.96E-05	0	0	0	0
33037	Anaerococcus vaginalis	species	0	0	2	7.92E-05	0	0	0	0
398006	Cylindrospermopsis raciborskii T3	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
316088	uncultured Rothia sp.	species	33	0.001306774	33	0.001306774	0	0	0	0
81479	Rhodoferax antarcticus	species	0	0	1	3.96E-05	0	0	0	0
1054202	Rhodobacter viridis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1179334	Pseudomonas sp. AMF2097	species	1	3.96E-05	1	3.96E-05	0	0	0	0
560533	Agrobacterium sp. CCNWGS0211	species	4	1.58E-04	4	1.58E-04	0	0	0	0
2004	Streptosporangiaceae	family	0	0	3	1.19E-04	0	0	0	0
135077	environmental samples	no rank	0	0	66	0.002613548	0	0	1	3.96E-05
149016	Streptococcus urinalis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
292628	Anaerolineaceae	family	0	0	2	7.92E-05	0	0	0	0
69476	unclassified Planctomycetaceae	no rank	0	0	1	3.96E-05	0	0	0	0
539238	Geobacillus sp. TC-S8	species	1	3.96E-05	1	3.96E-05	0	0	0	0
74202	environmental samples	no rank	0	0	22	8.71E-04	0	0	0	0
68525	delta/epsilon subdivisions	subphylum	0	0	366	0.01449331	0	0	19	7.52E-04
217146	uncultured Microlunatus sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
69277	Phyllobacteriaceae	family	0	0	22	8.71E-04	0	0	3	1.19E-04
649561	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
351215	Pseudokineococcus marinus	species	2	7.92E-05	2	7.92E-05	0	0	0	0
529920	Geitlerinema pseudacutissimum	species	0	0	1	3.96E-05	0	0	0	0
1158404	Methylobacterium sp. 9PNM-23	species	2	7.92E-05	2	7.92E-05	0	0	0	0
85008	Micromonosporineae	suborder	0	0	9	3.56E-04	0	0	0	0
255473	Parvularculales	order	0	0	1	3.96E-05	0	0	0	0
201353	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
340711	uncultured Nostoc sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
1150774	Natribacillus	genus	0	0	1	3.96E-05	0	0	0	0
128082	environmental samples	no rank	0	0	10	3.96E-04	0	0	0	0
249529	Caldanaerobacter	genus	0	0	1	3.96E-05	0	0	0	0
77675	Paracraurococcus ruber	species	1	3.96E-05	1	3.96E-05	0	0	0	0
357536	Pseudomonas sp. CBMAI 468	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1544	Clostridium oroticum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
208546	uncultured Streptococcaceae bacterium	species	450	0.017819644	450	0.017819644	1	3.96E-05	1	3.96E-05
2368	Arhodomonas	genus	0	0	3	1.19E-04	0	0	0	0
86840	Pseudomonas cannabina	species	2	7.92E-05	2	7.92E-05	0	0	0	0
92793	Aquabacterium	genus	0	0	1	3.96E-05	0	0	0	0
2147	Acholeplasma	genus	0	0	5	1.98E-04	0	0	0	0
578182	Pseudomonas sp. BR_54	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1134756	Pseudomonas sp. enrichment culture clone 2(2012)	species	9	3.56E-04	9	3.56E-04	0	0	0	0
217145	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
323620	Shinella	genus	0	0	8	3.17E-04	0	0	0	0
491146	uncultured Xanthobacteraceae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
110608	Pseudomonas sp. CAFB-naph-5	species	3	1.19E-04	3	1.19E-04	0	0	0	0
51291	Chlamydiales	order	0	0	3	1.19E-04	0	0	0	0
107	Spirosoma	genus	0	0	4	1.58E-04	0	0	0	0
84563	"ant, tsetse, mealybug, aphid, etc. endosymbionts"	no rank	0	0	1	3.96E-05	0	0	0	0
872393	Alkalibacillus sp. 20-9	species	1	3.96E-05	1	3.96E-05	0	0	0	0
629	Yersinia	genus	0	0	1	3.96E-05	0	0	0	0
215813	Dinoroseobacter shibae	species	1	3.96E-05	1	3.96E-05	0	0	0	0
283735	Leeuwenhoekiella	genus	0	0	1	3.96E-05	0	0	0	0
908946	Rhizobium subbaraonis	species	3	1.19E-04	3	1.19E-04	0	0	0	0
622452	Kineosporiineae	suborder	0	0	44	0.001742365	0	0	2	7.92E-05
1191478	Magnetococcales	order	0	0	4	1.58E-04	0	0	0	0
1017280	Pseudoflavonifractor	genus	0	0	2	7.92E-05	0	0	0	0
712685	Streptococcus sp. oral taxon F25	species	3	1.19E-04	3	1.19E-04	0	0	0	0
283	Comamonas	genus	0	0	7	2.77E-04	0	0	0	0
712943	Clostridiales bacterium oral taxon 402	species	3	1.19E-04	3	1.19E-04	0	0	0	0
171719	uncultured Dechloromonas sp.	species	25	9.90E-04	25	9.90E-04	2	7.92E-05	2	7.92E-05
175706	Pseudomonas sp. FB15-15	species	5	1.98E-04	5	1.98E-04	0	0	0	0
186741	uncultured Geobacter sp.	species	24	9.50E-04	24	9.50E-04	0	0	0	0
208547	environmental samples	no rank	0	0	10	3.96E-04	0	0	0	0
1137142	Anabaena oryzae Ind3	no rank	1	3.96E-05	1	3.96E-05	0	0	0	0
1136941	Gordonia sp. QH-11	species	2	7.92E-05	2	7.92E-05	0	0	0	0
85012	Streptosporangineae	suborder	0	0	13	5.15E-04	0	0	0	0
182687	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
47949	environmental samples	no rank	0	0	53	0.002098758	0	0	0	0
1113937	Tetragenococcus sp. NBRC 105210	species	1	3.96E-05	1	3.96E-05	0	0	0	0
424688	marine proteobacterium MS-59	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1118124	uncultured Moryella sp.	species	3	1.19E-04	3	1.19E-04	0	0	0	0
763884	Staphylococcus sp. enrichment culture clone SRC_DSE19	species	3	1.19E-04	3	1.19E-04	0	0	0	0
153499	uncultured Methylobacter sp.	species	95	0.003761925	95	0.003761925	0	0	0	0
481449	Hapalosiphon hibernicus	species	0	0	1	3.96E-05	0	0	0	0
325218	alpha proteobacterium WG1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1166	Dolichospermum flos-aquae	species	0	0	1	3.96E-05	0	0	0	0
54524	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
70746	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
756089	Oxalobacter sp. R-4(2010)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1308	Streptococcus thermophilus	species	815	0.032273355	815	0.032273355	0	0	0	0
225447	Yaniella	genus	0	0	1	3.96E-05	0	0	0	0
1126536	Eubacterium sp. oral clone 20-24	species	1	3.96E-05	1	3.96E-05	0	0	0	0
198441	uncultured Nocardioides sp.	species	30	0.001187976	30	0.001187976	0	0	0	0
1654	Actinomyces	genus	0	0	42	0.001663167	13	5.15E-04	16	6.34E-04
653685	Bacillus subtilis group	species group	0	0	13	5.15E-04	0	0	1	3.96E-05
1150707	Iranian alfalfa phytoplasma K14	species	1	3.96E-05	1	3.96E-05	0	0	0	0
161492	Anaeromyxobacter	genus	0	0	9	3.56E-04	0	0	0	0
1116697	Curtobacterium C135-PCA-T3P21	species	1	3.96E-05	1	3.96E-05	0	0	0	0
240240	Rhodococcus sp. TD23	species	2	7.92E-05	2	7.92E-05	0	0	0	0
169975	uncultured Acetobacteraceae bacterium	species	39	0.001544369	39	0.001544369	0	0	0	0
28068	Rubrivivax gelatinosus	species	5	1.98E-04	5	1.98E-04	0	0	0	0
1379	Gemella haemolysans	species	12	4.75E-04	12	4.75E-04	2	7.92E-05	2	7.92E-05
190893	Vibrio coralliilyticus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
28025	Bifidobacterium animalis	species	1	3.96E-05	11	4.36E-04	7	2.77E-04	7	2.77E-04
54304	Planktothrix	genus	0	0	1	3.96E-05	0	0	0	0
75612	Pseudomonas mandelii	species	5	1.98E-04	5	1.98E-04	0	0	0	0
712588	Selenomonas sp. oral taxon G55	species	1	3.96E-05	1	3.96E-05	0	0	0	0
32012	Thiomonas	genus	0	0	4	1.58E-04	0	0	0	0
325217	unclassified Mesorhizobium	no rank	0	0	1	3.96E-05	0	0	0	0
85027	unclassified Corynebacterineae (miscellaneous)	no rank	0	0	15	5.94E-04	0	0	0	0
257462	uncultured Phyllobacteriaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1219612	Gardnerella sp. S4-2	species	5	1.98E-04	5	1.98E-04	0	0	0	0
1179366	Pseudomonas sp. AMF3543	species	5	1.98E-04	5	1.98E-04	0	0	0	0
324603	gamma proteobacterium LF1-54B1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
155567	uncultured Rhizobium sp.	species	62	0.002455151	62	0.002455151	0	0	0	0
18	Pelobacter	genus	0	0	2	7.92E-05	0	0	0	0
211433	environmental samples	no rank	0	0	9	3.56E-04	0	0	0	0
658234	Pseudomonas sp. AA1Sg	species	11	4.36E-04	11	4.36E-04	0	0	0	0
1	root	no rank	0	0	30112	1.192411366	0	0	18814	0.745019509
51290	Chlamydiae/Verrucomicrobia group	superphylum	0	0	47	0.001861163	0	0	23	9.11E-04
137993	Bacillus funiculus	species	10	3.96E-04	10	3.96E-04	0	0	0	0
762714	Pseudomonas sp. 3AR30A	species	2	7.92E-05	2	7.92E-05	0	0	0	0
29385	Staphylococcus saprophyticus	species	1	3.96E-05	6	2.38E-04	0	0	0	0
1114521	Myceligenerans sp. LC347	species	4	1.58E-04	4	1.58E-04	0	0	0	0
462199	environmental samples	no rank	0	0	12	4.75E-04	0	0	0	0
40216	Acinetobacter radioresistens	species	2	7.92E-05	4	1.58E-04	0	0	0	0
28231	Geobacter	genus	0	0	24	9.50E-04	0	0	0	0
229549	Streptococcus minor	species	2	7.92E-05	2	7.92E-05	0	0	0	0
651609	Actinomyces sp. oral taxon 180	species	2	7.92E-05	2	7.92E-05	0	0	0	0
517	Bordetella	genus	0	0	2	7.92E-05	0	0	0	0
520680	Pseudomonas sp. T23T	species	8	3.17E-04	8	3.17E-04	0	0	0	0
497	Psychrobacter	genus	0	0	7	2.77E-04	0	0	0	0
76860	Streptococcus constellatus	species	1	3.96E-05	1	3.96E-05	0	0	0	0
327159	Candidatus Accumulibacter	genus	0	0	1	3.96E-05	0	0	0	0
129670	environmental samples	no rank	0	0	140	0.005543889	0	0	4	1.58E-04
51663	Pediococcus damnosus	species	14	5.54E-04	14	5.54E-04	0	0	0	0
195950	Tannerella	genus	0	0	4	1.58E-04	0	0	3	1.19E-04
97916	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
767901	Pseudomonas sp. MB-43	species	13	5.15E-04	13	5.15E-04	0	0	0	0
159269	environmental samples	no rank	0	0	12	4.75E-04	0	0	0	0
492660	Methylophilus rhizosphaerae	species	2	7.92E-05	2	7.92E-05	0	0	0	0
203524	uncultured Eubacteriaceae bacterium	species	2	7.92E-05	2	7.92E-05	0	0	0	0
45667	Halobacillus	genus	0	0	2	7.92E-05	0	0	0	0
862672	Pseudomonas sp. s42	species	1	3.96E-05	1	3.96E-05	0	0	0	0
34034	uncultured delta proteobacterium	species	189	0.00748425	189	0.00748425	2	7.92E-05	2	7.92E-05
2370	Xylella	genus	0	0	3	1.19E-04	0	0	0	0
562651	Rhizobiales bacterium IK1_26	species	2	7.92E-05	2	7.92E-05	0	0	0	0
42	Cystobacter	genus	0	0	1	3.96E-05	0	0	0	0
290432	environmental samples	no rank	0	0	5	1.98E-04	0	0	0	0
1112905	Anabaena variabilis NTMVK01	no rank	8	3.17E-04	8	3.17E-04	0	0	0	0
191675	unclassified Enterobacteriaceae	no rank	0	0	2	7.92E-05	0	0	0	0
33889	Brevibacterium casei	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1730	Eubacterium	genus	0	0	12	4.75E-04	0	0	2	7.92E-05
1491	Clostridium botulinum	species	1	3.96E-05	1	3.96E-05	0	0	0	0
124696	uncultured bacterium 1404-25l	species	2	7.92E-05	2	7.92E-05	0	0	0	0
76859	Fusobacterium nucleatum subsp. animalis	subspecies	1	3.96E-05	1	3.96E-05	0	0	0	0
332614	uncultured Pseudomonadales bacterium	species	171	0.006771465	171	0.006771465	0	0	0	0
1117	Cyanobacteria	phylum	0	0	5185	0.205321896	1576	0.062408353	3094	0.122519951
712630	Streptococcus sp. oral taxon 071	species	4	1.58E-04	4	1.58E-04	0	0	0	0
1177232	Pseudomonas sp. J555-1-A	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1290	Staphylococcus hominis	species	8	3.17E-04	8	3.17E-04	0	0	0	0
50	Chondromyces	genus	0	0	1	3.96E-05	0	0	0	0
1404	Bacillus megaterium	species	8	3.17E-04	8	3.17E-04	2	7.92E-05	2	7.92E-05
1421	Lysinibacillus sphaericus	species	4	1.58E-04	4	1.58E-04	0	0	0	0
213418	uncultured Brevundimonas sp.	species	7	2.77E-04	7	2.77E-04	0	0	0	0
103690	Nostoc sp. PCC 7120	species	3	1.19E-04	3	1.19E-04	0	0	0	0
249167	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
78537	unclassified Actinobacteria (miscellaneous)	no rank	0	0	7	2.77E-04	0	0	0	0
31953	Bifidobacteriaceae	family	0	0	57	0.002257155	2	7.92E-05	26	0.001029579
186818	Planococcaceae	family	0	0	5	1.98E-04	1	3.96E-05	2	7.92E-05
112002	Psychrobacter pacificensis	species	2	7.92E-05	2	7.92E-05	0	0	0	0
41298	unclassified Sphingomonadaceae	no rank	0	0	4	1.58E-04	0	0	0	0
2037	Actinomycetales	order	1	3.96E-05	2591	0.102601549	97	0.003841123	554	0.021937962
112075	environmental samples	no rank	0	0	10	3.96E-04	0	0	0	0
353794	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
284010	environmental samples	no rank	0	0	3	1.19E-04	0	0	0	0
1162188	Rhizobium sp. H5	species	4	1.58E-04	4	1.58E-04	0	0	0	0
206350	Methylophilales	order	0	0	8	3.17E-04	0	0	0	0
886116	Janibacter sp. N59(2010)	species	4	1.58E-04	4	1.58E-04	0	0	0	0
670516	Mycobacterium chelonae group	species group	0	0	9	3.56E-04	0	0	0	0
1208899	Raoultella sp. T1	species	1	3.96E-05	1	3.96E-05	0	0	0	0
289360	environmental samples	no rank	0	0	2	7.92E-05	0	0	0	0
1032311	Cytophagaceae bacterium LCK-2009.32	species	1	3.96E-05	1	3.96E-05	0	0	0	0
76761	Pseudomonas veronii	species	10	3.96E-04	10	3.96E-04	0	0	0	0
1050107	Lactobacillus delbrueckii subsp. sunkii	subspecies	10	3.96E-04	10	3.96E-04	0	0	0	0
154337	uncultured Rubrobacter sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
42112	unclassified Streptococcaceae	no rank	0	0	1	3.96E-05	0	0	0	0
712686	Streptococcus sp. oral taxon F53	species	4	1.58E-04	4	1.58E-04	0	0	0	0
1221985	Mycobacterium sp. ITM090653	species	8	3.17E-04	8	3.17E-04	0	0	0	0
1268	Micrococcaceae	family	0	0	332	0.013146937	16	6.34E-04	78	0.003088738
1678	Bifidobacterium	genus	0	0	49	0.001940361	11	4.36E-04	20	7.92E-04
97900	environmental samples	no rank	0	0	6	2.38E-04	0	0	0	0
445	Legionella	genus	0	0	3	1.19E-04	0	0	0	0
348578	uncultured Porphyromonadaceae bacterium	species	1	3.96E-05	1	3.96E-05	0	0	0	0
2158	Methanobacteriales	order	0	0	16	6.34E-04	0	0	0	0
213663	uncultured Deferribacteres bacterium	species	5	1.98E-04	5	1.98E-04	0	0	0	0
211453	environmental samples	no rank	0	0	1	3.96E-05	0	0	0	0
165192	uncultured Pediococcus sp.	species	2	7.92E-05	2	7.92E-05	0	0	0	0
530616	Pseudomonas sp. M1-8	species	7	2.77E-04	7	2.77E-04	0	0	0	0
89583	Gluconacetobacter	genus	0	0	2	7.92E-05	0	0	0	0
188737	Dechloromonas sp. HZ	species	7	2.77E-04	7	2.77E-04	1	3.96E-05	1	3.96E-05
2357	Desulfomonile	genus	0	0	1	3.96E-05	0	0	0	0
183968	Thermococci	class	0	0	2	7.92E-05	0	0	0	0
114708	uncultured Variovorax sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
360541	Sporacetigenium	genus	0	0	1	3.96E-05	0	0	0	0
489599	Streptococcus sp. W52	species	5	1.98E-04	5	1.98E-04	0	0	0	0
623945	Brevibacterium sp. UST050418-562	species	2	7.92E-05	2	7.92E-05	0	0	0	0
80812	Sorangiineae	suborder	0	0	7	2.77E-04	0	0	0	0
47251	Leptolyngbya	genus	0	0	20	7.92E-04	1	3.96E-05	1	3.96E-05
57494	Nesterenkonia	genus	0	0	1	3.96E-05	0	0	0	0
366561	Arthrobacter sp. Antarctic IS06	species	2	7.92E-05	2	7.92E-05	0	0	0	0
1754	Thermoanaerobacter	genus	0	0	2	7.92E-05	0	0	0	0
499766	Stenotrophomonas sp. APH7	species	1	3.96E-05	1	3.96E-05	0	0	0	0
211445	environmental samples	no rank	0	0	16	6.34E-04	0	0	0	0
135613	Chromatiales	order	0	0	32	0.001267175	0	0	0	0
180282	Delftia tsuruhatensis	species	0	0	0	0	1	3.96E-05	1	3.96E-05
135618	Methylococcales	order	0	0	97	0.003841123	0	0	0	0
190972	Sedimentibacter	genus	0	0	0	0	0	0	1	3.96E-05
712690	Streptococcus sp. oral taxon G08	species	8	3.17E-04	8	3.17E-04	0	0	0	0
404859	Microbacterium sp. D7-38	species	1	3.96E-05	1	3.96E-05	0	0	0	0
387987	environmental samples	no rank	0	0	1	3.96E-05	0	0	1	3.96E-05
1961	Streptomyces virginiae	species	1	3.96E-05	1	3.96E-05	0	0	0	0
398769	Acinetobacter sp. BSL2	species	1	3.96E-05	1	3.96E-05	0	0	0	0
186826	Lactobacillales	order	0	0	7434	0.294380516	503	0.019918402	3947	0.156298076
453118	uncultured Chondromyces sp.	species	1	3.96E-05	1	3.96E-05	0	0	0	0
31969	Mollicutes	class	0	0	12	4.75E-04	0	0	0	0
1079849	Pseudomonas sp. P8(2011)	species	1	3.96E-05	1	3.96E-05	0	0	0	0
543310	Clostridiales Family XI. Incertae Sedis	family	0	0	14	5.54E-04	0	0	7	2.77E-04
1178511	Deinococcus sp. DY32	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1005297	Mycetocola sp. PX8c_S1	species	2	7.92E-05	2	7.92E-05	0	0	0	0
706546	Pseudomonas sp. WR21	species	6	2.38E-04	6	2.38E-04	0	0	0	0
204428	Chlamydiae	phylum	0	0	4	1.58E-04	0	0	0	0
117640	uncultured bacterium #0319-23O19	species	1	3.96E-05	1	3.96E-05	0	0	0	0
1301	Streptococcus	genus	0	0	4167	0.165009902	1915	0.075832484	1986	0.078644028
381093	uncultured Methylibium sp.	species	14	5.54E-04	14	5.54E-04	0	0	0	0
75667	environmental samples	no rank	0	0	20	7.92E-04	0	0	0	0
162626	Symploca sp. VP642a	species	8	3.17E-04	8	3.17E-04	0	0	0	0
1328881	Candidatus Midichloriaceae	family	0	0	2	7.92E-05	0	0	0	0
85013	Frankineae	suborder	0	0	45	0.001781964	0	0	14	5.54E-04
401472	Corynebacterium ureicelerivorans	species	1	3.96E-05	1	3.96E-05	0	0	0	0
204472	Ancalomicrobium	genus	0	0	2	7.92E-05	0	0	0	0
